Activity Date,Process Date,Settle Date,Account Type,Instrument,Description,Trans Code,Quantity,Price,Amount,Suppressed,Running Balance
06/12/2020,06/12/2020,06/15/2020,Margin,W,W 2020-06-19 Call $187.50,STC,-1,$5.30,$529.97,N,$581.39
06/12/2020,06/12/2020,06/15/2020,Margin,W,W 2020-06-12 Call $185.00,STC,-1,$0.50,$49.98,N,$51.42
06/12/2020,06/12/2020,06/12/2020,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$19.20,N,$1.44
06/12/2020,06/12/2020,06/12/2020,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($19.20),N,($17.76)
06/11/2020,06/11/2020,06/12/2020,Margin,W,W 2020-06-19 Call $187.50,BTO,1,$5.80,($580.00),N,$1.44
06/11/2020,06/11/2020,06/11/2020,Margin,,ACH Deposit,ACH,--,,$580.00,N,$581.44
06/11/2020,06/11/2020,06/12/2020,Margin,W,W 2020-06-12 Call $185.00,BTO,1,$1.80,($180.00),N,$1.44
06/11/2020,06/11/2020,06/11/2020,Margin,,ACH Deposit,ACH,--,,$10.00,N,$181.44
06/11/2020,06/11/2020,06/11/2020,Margin,,ACH Deposit,ACH,--,,$10.00,N,$171.44
06/11/2020,06/11/2020,06/11/2020,Margin,,ACH Deposit,ACH,--,,$10.00,N,$161.44
06/11/2020,06/11/2020,06/11/2020,Margin,,ACH Deposit,ACH,--,,$150.00,N,$151.44
06/11/2020,06/11/2020,06/12/2020,Margin,SHOP,SHOP 2020-06-12 Call $790.00,BTO,1,$2.15,($215.00),N,$1.44
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $150.00,STC,-5,$0.13,$64.98,N,$216.44
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-4,$0.05,$19.98,N,$151.46
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-3,$0.05,$14.98,N,$131.48
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-4,$0.05,$19.98,N,$116.50
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-1,$0.05,$4.98,N,$96.52
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-1,$0.05,$4.98,N,$91.54
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-2,$0.05,$9.98,N,$86.56
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-5,$0.05,$24.98,N,$76.58
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-5,$0.05,$24.98,N,$51.60
06/11/2020,06/11/2020,06/12/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,STC,-1,$0.06,$5.98,N,$26.62
06/10/2020,06/10/2020,06/10/2020,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$189.04,N,$20.64
06/10/2020,06/10/2020,06/10/2020,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($189.04),N,($168.40)
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,BTO,4,$0.10,($40.00),N,$20.64
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,BTO,8,$0.10,($80.00),N,$60.64
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,BTO,4,$0.10,($40.00),N,$140.64
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,BTO,3,$0.10,($30.00),N,$180.64
06/09/2020,06/09/2020,06/09/2020,Margin,,ACH Deposit,ACH,--,,$200.00,N,$210.64
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,BTO,5,$0.22,($110.00),N,$10.64
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $152.50,BTO,2,$0.22,($44.00),N,$120.64
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $150.00,BTO,4,$0.89,($356.00),N,$164.64
06/09/2020,06/09/2020,06/10/2020,Margin,JNJ,JNJ 2020-06-12 Call $150.00,BTO,1,$0.89,($89.00),N,$520.64
06/09/2020,06/09/2020,06/10/2020,Margin,CMG,"CMG 2020-06-12 Call $1,090.00",STC,-1,$2.00,$199.98,N,$609.64
06/09/2020,06/09/2020,06/10/2020,Margin,CMG,"CMG 2020-06-12 Call $1,090.00",STC,-1,$2.00,$199.98,N,$409.66
06/09/2020,06/09/2020,06/09/2020,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$400.02,N,$209.68
06/09/2020,06/09/2020,06/09/2020,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($400.02),N,($190.34)
06/08/2020,06/08/2020,06/09/2020,Margin,CMG,"CMG 2020-06-12 Call $1,090.00",BTO,1,$3.50,($350.00),N,$209.68
06/08/2020,06/08/2020,06/09/2020,Margin,CMG,"CMG 2020-06-12 Call $1,090.00",BTO,1,$5.00,($500.00),N,$559.68
06/08/2020,06/08/2020,06/09/2020,Margin,COST,COST 2020-06-12 Call $315.00,STC,-5,$0.90,$449.98,N,"$1,059.68"
06/08/2020,06/08/2020,06/08/2020,Margin,,FDIC Sweep Journal,FSWP,--,,"$5,000.00",N,$609.70
06/08/2020,06/08/2020,06/08/2020,Sweep,,FDIC Sweep Journal,FSWP,--,,"($5,000.00)",N,"($4,390.30)"
06/08/2020,06/08/2020,06/08/2020,Margin,,ACH Withdrawal,ACH,--,,"($5,000.00)",N,$609.70
06/08/2020,06/08/2020,06/08/2020,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,"$5,589.81",N,"$5,609.70"
06/08/2020,06/08/2020,06/08/2020,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,"($5,589.81)",N,$19.89
06/05/2020,06/05/2020,06/08/2020,Margin,--,Option Expiration for COST 2020-06-05 call $315.00,OEXP,2S,,--,N,"$5,609.70"
06/05/2020,06/05/2020,06/08/2020,Margin,COST,COST 2020-06-12 Call $315.00,BTO,5,$2.00,"($1,000.00)",N,"$5,609.70"
06/05/2020,06/05/2020,06/08/2020,Margin,CME,CME 2020-06-05 Call $187.50,STC,-8,$5.00,"$3,999.89",N,"$6,609.70"
06/05/2020,06/05/2020,06/08/2020,Margin,IBM,IBM 2020-06-05 Call $131.00,STC,-10,$2.59,"$2,589.92",N,"$2,609.81"
06/03/2020,06/03/2020,06/03/2020,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$6.00,N,$19.89
06/03/2020,06/03/2020,06/03/2020,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($6.00),N,$13.89
06/02/2020,06/02/2020,06/03/2020,Margin,IBM,IBM 2020-06-05 Call $131.00,BTO,10,$0.12,($120.00),N,$19.89
06/02/2020,06/02/2020,06/03/2020,Margin,CME,CME 2020-06-05 Call $187.50,BTO,2,$0.19,($38.00),N,$139.89
06/02/2020,06/02/2020,06/03/2020,Margin,CME,CME 2020-06-05 Call $187.50,BTO,2,$0.19,($38.00),N,$177.89
06/02/2020,06/02/2020,06/03/2020,Margin,CME,CME 2020-06-05 Call $187.50,BTO,2,$0.19,($38.00),N,$215.89
06/02/2020,06/02/2020,06/02/2020,Margin,,ACH Deposit,ACH,--,,$240.00,N,$253.89
06/02/2020,06/02/2020,06/02/2020,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,$5.02,N,$13.89
06/02/2020,06/02/2020,06/02/2020,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,($5.02),N,$8.87
06/01/2020,06/01/2020,06/02/2020,Margin,COST,COST 2020-06-05 Call $315.00,BTO,1,$1.10,($110.00),N,$13.89
06/01/2020,06/01/2020,06/02/2020,Margin,COST,COST 2020-06-05 Call $315.00,BTO,1,$1.10,($110.00),N,$123.89
06/01/2020,06/01/2020,06/01/2020,Margin,,ACH Deposit,ACH,--,,$220.00,N,$233.89
06/01/2020,06/01/2020,06/01/2020,Margin,,ACH Deposit,ACH,--,,$50.00,N,$13.89
06/01/2020,06/01/2020,06/02/2020,Margin,CME,CME 2020-06-05 Call $187.50,BTO,1,$0.95,($95.00),N,($36.11)
06/01/2020,06/01/2020,06/02/2020,Margin,CME,CME 2020-06-05 Call $187.50,BTO,1,$0.95,($95.00),N,$58.89
06/01/2020,06/01/2020,06/02/2020,Margin,ORCL,ORCL 2020-06-05 Call $54.00,STC,-5,$0.27,$134.98,N,$153.89
06/01/2020,06/01/2020,06/01/2020,Sweep,,FDIC Sweep Start of Day Movement,FSWP,--,,$18.91,N,$18.91
06/01/2020,06/01/2020,06/01/2020,Margin,,FDIC Sweep Start of Day Movement,FSWP,--,,($18.91),N,$0.00
05/29/2020,05/29/2020,06/01/2020,Margin,--,Option Expiration for NOC 2020-05-29 call $350.00,OEXP,1S,,--,N,$18.91
05/29/2020,05/29/2020,06/01/2020,Margin,--,Option Expiration for MDT 2020-05-29 call $100.00,OEXP,2S,,--,N,$18.91
05/29/2020,05/29/2020,06/01/2020,Margin,--,Option Expiration for MDT 2020-05-29 call $102.00,OEXP,10S,,--,N,$18.91
05/29/2020,05/29/2020,06/01/2020,Margin,--,Option Expiration for MDLZ 2020-05-29 call $52.50,OEXP,2S,,--,N,$18.91
05/29/2020,05/29/2020,06/01/2020,Margin,--,Option Expiration for TSLA 2020-05-29 call $880.00,OEXP,1S,,--,N,$18.91
05/29/2020,05/29/2020,06/01/2020,Margin,--,Option Expiration for ORCL 2020-05-29 call $55.00,OEXP,30S,,--,N,$18.91
05/29/2020,05/29/2020,06/01/2020,Margin,ORCL,ORCL 2020-06-05 Call $54.00,BTO,5,$0.65,($325.00),N,$18.91
05/28/2020,05/28/2020,05/29/2020,Margin,MDLZ,MDLZ 2020-05-29 Call $52.50,BTO,2,$0.02,($4.00),N,$343.91
05/28/2020,05/28/2020,05/29/2020,Margin,ORCL,ORCL 2020-05-29 Call $55.00,BTO,1,$0.04,($4.00),N,$347.91
05/28/2020,05/28/2020,05/29/2020,Margin,ORCL,ORCL 2020-05-29 Call $55.00,BTO,3,$0.04,($12.00),N,$351.91
05/28/2020,05/28/2020,05/29/2020,Margin,ORCL,ORCL 2020-05-29 Call $55.00,BTO,4,$0.04,($16.00),N,$363.91
05/28/2020,05/28/2020,05/29/2020,Margin,ORCL,ORCL 2020-05-29 Call $55.00,BTO,5,$0.04,($20.00),N,$379.91
05/28/2020,05/28/2020,05/29/2020,Margin,MDT,MDT 2020-05-29 Call $100.00,STC,-7,$0.32,$223.98,N,$399.91
05/28/2020,05/28/2020,05/29/2020,Margin,MDT,MDT 2020-05-29 Call $100.00,STC,-1,$0.45,$44.98,N,$175.93
05/28/2020,05/28/2020,05/29/2020,Margin,ORCL,ORCL 2020-05-29 Call $55.00,BTO,17,$0.03,($51.00),N,$130.95
05/28/2020,05/28/2020,05/28/2020,Margin,,ACH Deposit,ACH,--,,$50.00,N,$181.95
05/27/2020,05/27/2020,05/28/2020,Margin,NOC,NOC 2020-05-29 Call $350.00,BTO,1,$0.90,($90.00),N,$131.95
05/27/2020,05/27/2020,05/27/2020,Margin,,ACH Deposit,ACH,--,,$200.00,N,$221.95
05/27/2020,05/27/2020,05/28/2020,Margin,MDT,MDT 2020-05-29 Call $100.00,BTO,10,$0.10,($100.00),N,$21.95
05/27/2020,05/27/2020,05/27/2020,Margin,,ACH Deposit,ACH,--,,$120.00,N,$121.95
05/26/2020,05/26/2020,05/27/2020,Margin,MDT,MDT 2020-05-29 Call $102.00,BTO,10,$0.13,($130.00),N,$1.95
05/26/2020,05/26/2020,05/26/2020,Margin,,ACH Deposit,ACH,--,,$110.00,N,$131.95
05/22/2020,05/22/2020,05/26/2020,Margin,--,Option Expiration for TSLA 2020-05-22 call $860.00,OEXP,2S,,--,N,$21.95
05/22/2020,05/22/2020,05/26/2020,Margin,--,Option Expiration for CCL 2020-05-22 call $16.00,OEXP,10S,,--,N,$21.95
05/22/2020,05/22/2020,05/26/2020,Margin,TSLA,TSLA 2020-05-29 Call $880.00,BTO,1,$6.49,($649.00),N,$21.95
05/22/2020,05/22/2020,05/22/2020,Margin,,ACH Deposit,ACH,--,,$650.00,N,$670.95
05/21/2020,05/21/2020,05/22/2020,Margin,CCL,CCL 2020-05-22 Call $16.00,BTO,10,$0.08,($80.00),N,$20.95
05/21/2020,05/21/2020,05/21/2020,Margin,,ACH Deposit,ACH,--,,$31.00,N,$100.95
05/20/2020,05/20/2020,05/21/2020,Margin,TSLA,TSLA 2020-05-22 Call $860.00,BTO,1,$2.45,($245.00),N,$69.95
05/20/2020,05/20/2020,05/20/2020,Margin,,ACH Withdrawal,ACH,--,,"($2,000.00)",N,$314.95
05/19/2020,05/19/2020,05/20/2020,Margin,AMZN,"AMZN 2020-05-22 Call $2,570.00",STC,-1,$3.00,$299.98,N,"$2,314.95"
05/19/2020,05/19/2020,05/20/2020,Margin,TSLA,TSLA 2020-05-22 Call $860.00,BTO,1,$5.45,($545.00),N,"$2,014.97"
05/19/2020,05/19/2020,05/20/2020,Margin,AMZN,"AMZN 2020-05-22 Call $2,570.00",BTO,1,$5.60,($560.00),N,"$2,559.97"
05/19/2020,05/19/2020,05/20/2020,Margin,AMZN,"AMZN 2020-05-22 Call $2,470.00",STC,-1,$31.20,"$3,119.92",N,"$3,119.97"
05/15/2020,05/15/2020,05/18/2020,Margin,--,"Option Expiration for AMZN 2020-05-15 call $2,450.00",OEXP,1S,,--,N,$0.05
05/15/2020,05/15/2020,05/18/2020,Margin,AMZN,"AMZN 2020-05-22 Call $2,470.00",BTO,1,$7.25,($725.00),N,$0.05
05/15/2020,05/15/2020,05/18/2020,Margin,PEP,PEP 2020-05-22 Call $137.00,STC,-4,$1.81,$723.97,N,$725.05
05/15/2020,05/15/2020,05/18/2020,Margin,PEP,PEP 2020-05-22 Call $137.00,BTO,4,$1.06,($424.00),N,$1.08
05/13/2020,05/13/2020,05/14/2020,Margin,AMZN,"AMZN 2020-05-15 Call $2,450.00",BTO,1,$2.30,($230.00),N,$425.08
05/13/2020,05/13/2020,05/14/2020,Margin,UAL,UAL 2020-05-15 Put $21.00,STC,-5,$1.08,$539.97,N,$655.08
05/12/2020,05/12/2020,05/13/2020,Margin,UAL,UAL 2020-05-15 Put $21.00,BTO,1,$0.24,($24.00),N,$115.11
05/12/2020,05/12/2020,05/13/2020,Margin,UAL,UAL 2020-05-15 Put $21.00,BTO,1,$0.24,($24.00),N,$139.11
05/12/2020,05/12/2020,05/13/2020,Margin,UAL,UAL 2020-05-15 Put $21.00,BTO,1,$0.24,($24.00),N,$163.11
05/12/2020,05/12/2020,05/13/2020,Margin,UAL,UAL 2020-05-15 Put $21.00,BTO,2,$0.24,($48.00),N,$187.11
05/12/2020,05/12/2020,05/13/2020,Margin,TDG,TDG 2020-05-15 Call $370.00,STC,-1,$0.90,$89.98,N,$235.11
05/11/2020,05/11/2020,05/12/2020,Margin,TDG,TDG 2020-05-15 Call $370.00,BTO,1,$2.80,($280.00),N,$145.13
05/11/2020,05/11/2020,05/12/2020,Margin,PEP,PEP 2020-05-15 Call $137.00,STC,-8,$0.50,$399.97,N,$425.13
05/11/2020,05/11/2020,05/12/2020,Margin,PEP,PEP 2020-05-15 Call $137.00,BTO,7,$0.72,($504.00),N,$25.16
05/11/2020,05/11/2020,05/12/2020,Margin,PEP,PEP 2020-05-15 Call $137.00,BTO,1,$0.72,($72.00),N,$529.16
05/11/2020,05/11/2020,05/11/2020,Margin,,ACH Deposit,ACH,--,,$580.00,N,$601.16
05/08/2020,05/08/2020,05/11/2020,Margin,--,Option Expiration for BA 2020-05-08 call $150.00,OEXP,2S,,--,N,$21.16
05/08/2020,05/08/2020,05/11/2020,Margin,--,Option Expiration for DAL 2020-05-08 put $19.00,OEXP,10S,,--,N,$21.16
05/08/2020,05/08/2020,05/11/2020,Margin,--,Option Expiration for ISRG 2020-05-08 call $545.00,OEXP,1S,,--,N,$21.16
05/07/2020,05/07/2020,05/08/2020,Margin,ISRG,ISRG 2020-05-08 Call $545.00,BTO,1,$0.85,($85.00),N,$21.16
05/07/2020,05/07/2020,05/07/2020,Margin,,ACH Deposit,ACH,--,,$100.00,N,$106.16
05/06/2020,05/06/2020,05/07/2020,Margin,DAL,DAL 2020-05-08 Put $19.00,BTO,2,$0.10,($20.00),N,$6.16
05/06/2020,05/06/2020,05/07/2020,Margin,DAL,DAL 2020-05-08 Put $19.00,BTO,3,$0.10,($30.00),N,$26.16
05/06/2020,05/06/2020,05/07/2020,Margin,DAL,DAL 2020-05-08 Put $19.00,BTO,5,$0.10,($50.00),N,$56.16
05/06/2020,05/06/2020,05/06/2020,Margin,,ACH Deposit,ACH,--,,$100.00,N,$106.16
05/01/2020,05/01/2020,05/04/2020,Margin,--,Option Expiration for CMG 2020-05-01 call $920.00,OEXP,1S,,--,N,$6.16
05/01/2020,05/01/2020,05/04/2020,Margin,--,Option Expiration for COST 2020-05-01 call $320.00,OEXP,1S,,--,N,$6.16
05/01/2020,05/01/2020,05/04/2020,Margin,--,Option Expiration for PEP 2020-05-01 call $139.00,OEXP,10S,,--,N,$6.16
04/30/2020,04/30/2020,05/01/2020,Margin,CMG,CMG 2020-05-01 Call $920.00,BTO,1,$1.00,($100.00),N,$6.16
04/30/2020,04/30/2020,04/30/2020,Margin,,ACH Deposit,ACH,--,,$100.00,N,$106.16
04/30/2020,04/30/2020,05/01/2020,Margin,BA,BA 2020-05-08 Call $150.00,BTO,2,$4.20,($840.00),N,$6.16
04/30/2020,04/30/2020,05/01/2020,Margin,PEP,PEP 2020-05-08 Call $137.00,STC,-10,$0.40,$399.97,N,$846.16
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-08 Call $137.00,BTO,1,$0.69,($69.00),N,$446.19
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-08 Call $137.00,BTO,2,$0.69,($138.00),N,$515.19
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-08 Call $137.00,BTO,1,$0.69,($69.00),N,$653.19
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-08 Call $137.00,BTO,2,$0.69,($138.00),N,$722.19
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-08 Call $137.00,BTO,2,$0.69,($138.00),N,$860.19
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-08 Call $137.00,BTO,2,$0.69,($138.00),N,$998.19
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-01 Call $139.00,BTO,5,$0.14,($70.00),N,"$1,136.19"
04/29/2020,04/29/2020,04/30/2020,Margin,PEP,PEP 2020-05-01 Call $139.00,BTO,5,$0.14,($70.00),N,"$1,206.19"
04/29/2020,04/29/2020,04/30/2020,Margin,WYND,WYND 2020-05-15 Call $25.00,STC,-5,$2.50,"$1,249.96",N,"$1,276.19"
04/27/2020,04/27/2020,04/28/2020,Margin,WYND,WYND 2020-05-15 Call $25.00,BTO,5,$0.95,($475.00),N,$26.23
04/27/2020,04/27/2020,04/27/2020,Margin,,ACH Deposit,ACH,--,,$500.00,N,$501.23
04/27/2020,04/27/2020,04/27/2020,Margin,,ACH Deposit,ACH,--,,$100.00,N,$1.23
04/27/2020,04/27/2020,04/28/2020,Margin,COST,COST 2020-05-01 Call $320.00,BTO,1,$1.03,($103.00),N,($98.77)
04/24/2020,04/24/2020,04/27/2020,Margin,--,Option Expiration for DAL 2020-04-24 put $20.00,OEXP,8S,,--,N,$4.23
04/24/2020,04/24/2020,04/27/2020,Margin,BA,BA 2020-04-24 Put $129.00,STC,-2,$0.01,$1.98,N,$4.23
04/22/2020,04/22/2020,04/23/2020,Margin,BA,BA 2020-04-24 Put $129.00,BTO,2,$1.35,($270.00),N,$2.25
04/22/2020,04/22/2020,04/22/2020,Margin,,ACH Deposit,ACH,--,,$10.00,N,$272.25
04/22/2020,04/22/2020,04/23/2020,Margin,BA,BA 2020-04-24 Put $130.00,STC,-1,$1.45,$144.98,N,$262.25
04/22/2020,04/22/2020,04/23/2020,Margin,DIS,DIS 2020-04-24 Put $97.50,STC,-2,$0.58,$115.98,N,$117.27
04/20/2020,04/20/2020,04/21/2020,Margin,DIS,DIS 2020-04-24 Put $97.50,BTO,2,$1.07,($214.00),N,$1.29
04/20/2020,04/20/2020,04/21/2020,Margin,BA,BA 2020-04-24 Put $130.00,BTO,1,$1.60,($160.00),N,$215.29
04/17/2020,04/17/2020,04/20/2020,Margin,--,Option Expiration for BA 2020-04-17 put $120.00,OEXP,1S,,--,N,$375.29
04/17/2020,04/17/2020,04/20/2020,Margin,--,Option Expiration for DIS 2020-04-17 put $96.00,OEXP,4S,,--,N,$375.29
04/17/2020,04/17/2020,04/20/2020,Margin,ZGNX,ZGNX 2020-04-17 Call $27.00,STC,-1,$0.13,$12.98,N,$375.29
04/17/2020,04/17/2020,04/20/2020,Margin,ZGNX,ZGNX 2020-04-17 Call $27.00,STC,-2,$0.13,$25.98,N,$362.31
04/17/2020,04/17/2020,04/20/2020,Margin,DAL,DAL 2020-04-24 Put $20.00,BTO,3,$0.35,($105.00),N,$336.33
04/17/2020,04/17/2020,04/20/2020,Margin,DAL,DAL 2020-04-24 Put $20.00,BTO,5,$0.35,($175.00),N,$441.33
04/16/2020,04/16/2020,04/17/2020,Margin,DIS,DIS 2020-04-17 Put $96.00,BTO,2,$0.15,($30.00),N,$616.33
04/16/2020,04/16/2020,04/17/2020,Margin,DIS,DIS 2020-04-17 Put $96.00,BTO,2,$0.15,($30.00),N,$646.33
04/15/2020,04/15/2020,04/16/2020,Margin,ZGNX,ZGNX 2020-04-17 Call $27.00,BTO,3,$0.40,($120.00),N,$676.33
04/15/2020,04/15/2020,04/15/2020,Margin,,ACH Withdrawal,ACH,--,,"($2,180.00)",N,$796.33
04/15/2020,04/15/2020,04/16/2020,Margin,BA,BA 2020-04-17 Put $120.00,BTO,1,$1.12,($112.00),N,"$2,976.33"
04/15/2020,04/15/2020,04/16/2020,Margin,BA,BA 2020-04-17 Put $140.00,STC,-1,$7.95,$794.97,N,"$3,088.33"
04/14/2020,04/14/2020,04/15/2020,Margin,BA,BA 2020-04-17 Put $140.00,BTO,1,$2.20,($220.00),N,"$2,293.36"
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $45.00,STC,-4,$0.73,$291.98,N,"$2,513.36"
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $45.00,STC,-1,$0.73,$72.98,N,"$2,221.38"
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $45.00,STC,-1,$0.73,$72.98,N,"$2,148.40"
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $45.00,STC,-4,$0.73,$291.98,N,"$2,075.42"
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $44.50,STC,-2,$1.00,$199.98,N,"$1,783.44"
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $44.50,STC,-6,$1.00,$599.97,N,"$1,583.46"
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $44.50,STC,-1,$1.00,$99.98,N,$983.49
04/14/2020,04/14/2020,04/15/2020,Margin,JD,JD 2020-04-17 Call $44.50,STC,-1,$1.00,$99.98,N,$883.51
04/13/2020,04/13/2020,04/14/2020,Margin,JD,JD 2020-04-17 Call $44.50,BTO,10,$0.21,($210.00),N,$783.53
04/13/2020,04/13/2020,04/14/2020,Margin,JD,JD 2020-04-17 Call $45.00,BTO,10,$0.20,($200.00),N,$993.53
04/09/2020,04/09/2020,04/13/2020,Margin,--,Option Expiration for COST 2020-04-09 put $280.00,OEXP,1S,,--,N,"$1,193.53"
04/09/2020,04/09/2020,04/13/2020,Margin,SMG,SMG 2020-04-17 Call $110.00,STC,-3,$3.60,"$1,079.96",N,"$1,193.53"
04/08/2020,04/08/2020,04/09/2020,Margin,SMG,SMG 2020-04-17 Call $110.00,BTO,3,$1.65,($495.00),N,$113.57
04/08/2020,04/08/2020,04/08/2020,Margin,,ACH Deposit,ACH,--,,$600.00,N,$608.57
04/03/2020,04/03/2020,04/06/2020,Margin,--,Option Expiration for JD 2020-04-03 call $45.00,OEXP,30S,,--,N,$8.57
04/03/2020,04/03/2020,04/06/2020,Margin,--,Option Expiration for JD 2020-04-03 call $43.00,OEXP,10S,,--,N,$8.57
04/03/2020,04/03/2020,04/06/2020,Margin,COST,COST 2020-04-09 Put $280.00,BTO,1,$2.15,($215.00),N,$8.57
04/02/2020,04/02/2020,04/03/2020,Margin,COST,COST 2020-04-09 Put $280.00,STC,-1,$2.12,$211.98,N,$223.57
04/02/2020,04/02/2020,04/03/2020,Margin,COST,COST 2020-04-09 Put $280.00,BTO,1,$3.50,($350.00),N,$11.59
04/02/2020,04/02/2020,04/02/2020,Margin,,ACH Withdrawal,ACH,--,,"($1,000.00)",N,$361.59
04/01/2020,04/01/2020,04/02/2020,Margin,JD,JD 2020-04-03 Call $43.00,BTO,10,$0.15,($150.00),N,"$1,361.59"
04/01/2020,04/01/2020,04/02/2020,Margin,NTES,NTES 2020-04-03 Call $335.00,STC,-1,$2.85,$284.98,N,"$1,511.59"
04/01/2020,04/01/2020,04/02/2020,Margin,NTES,NTES 2020-04-03 Call $335.00,BTO,1,$4.20,($420.00),N,"$1,226.61"
04/01/2020,04/01/2020,04/02/2020,Margin,JD,JD 2020-04-03 Call $45.00,BTO,2,$0.07,($14.00),N,"$1,646.61"
04/01/2020,04/01/2020,04/02/2020,Margin,JD,JD 2020-04-03 Call $45.00,BTO,13,$0.07,($91.00),N,"$1,660.61"
04/01/2020,04/01/2020,04/02/2020,Margin,JD,JD 2020-04-03 Call $45.00,BTO,15,$0.07,($105.00),N,"$1,751.61"
04/01/2020,04/01/2020,04/02/2020,Margin,NTES,NTES 2020-04-03 Call $322.50,STC,-1,$11.00,"$1,099.96",N,"$1,856.61"
03/31/2020,03/31/2020,04/01/2020,Margin,NTES,NTES 2020-04-03 Call $322.50,BTO,1,$5.00,($500.00),N,$756.65
03/31/2020,03/31/2020,04/01/2020,Margin,NVDA,NVDA 2020-04-03 Call $270.00,STC,-1,$7.50,$749.97,N,"$1,256.65"
03/30/2020,03/30/2020,03/31/2020,Margin,NVDA,NVDA 2020-04-03 Call $270.00,BTO,1,$5.80,($580.00),N,$506.68
03/30/2020,03/30/2020,03/31/2020,Margin,CAH,CAH 2020-04-03 Call $46.00,STC,-4,$2.70,"$1,079.96",N,"$1,086.68"
03/27/2020,03/27/2020,03/30/2020,Margin,--,Option Expiration for AUY 2020-03-27 call $3.50,OEXP,20S,,--,N,$6.72
03/27/2020,03/27/2020,03/30/2020,Margin,--,Option Expiration for GDX 2020-03-27 call $27.00,OEXP,7S,,--,N,$6.72
03/27/2020,03/27/2020,03/30/2020,Margin,CAH,CAH 2020-04-03 Call $46.00,BTO,4,$1.40,($560.00),N,$6.72
03/27/2020,03/27/2020,03/27/2020,Margin,,ACH Deposit,ACH,--,,$560.00,N,$566.72
03/24/2020,03/24/2020,03/25/2020,Margin,GDX,GDX 2020-03-27 Call $27.00,BTO,7,$0.57,($399.00),N,$6.72
03/24/2020,03/24/2020,03/25/2020,Margin,AUY,AUY 2020-03-27 Call $3.50,BTO,20,$0.04,($80.00),N,$405.72
